transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 13:15:01,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,17.41.154.80,Mozilla/5.0 (Android 12; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,1,2210,False,6,food_beverage,False,2026-01-23
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 14:25:39,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,189.97.2.18,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.18.3 (KHTML, like Gecko) Version/5.1 Safari/534.18.3",1,2286,True,1,entertainment,False,2026-02-10
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 19:42:14,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,19.195.15.227,Opera/8.20.(X11; Linux i686; wo-SN) Presto/2.9.171 Version/12.00,1,2634,True,1,tech,False,2026-02-09
TXN00000016,685,247,67.09,COP,approved,2026-03-30 00:52:02,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,21.148.163.104,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.880.0 Safari/531.0",1,1399,,1,services,False,2026-04-01
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 20:50:58,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,195.150.73.24,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7665-12-19 15:14:31 Firefox/3.6.18,1,1183,True,1,entertainment,False,2026-04-01
TXN00000018,5641,124,61.49,COP,approved,2026-03-16 02:17:14,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,155.166.144.54,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1,1372,True,6,tech,False,2026-03-18
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 11:42:52,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,223.103.41.56,Opera/9.80.(X11; Linux i686; nso-ZA) Presto/2.9.184 Version/10.00,1,2482,True,12,travel,False,2026-03-25
TXN00000020,9312,939,107.48,CLP,approved,2026-01-26 20:42:27,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,64.156.215.53,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/15.2s9132.0 Mobile/86G000 Safari/531.1",1,1472,,1,retail,False,2026-01-27
TXN00000021,2120,926,7.16,BRL,approved,2026-03-17 12:18:08,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,96.245.51.63,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1,2379,,1,utilities,False,2026-03-18
TXN00000022,7051,428,73.21,CLP,approved,2026-02-04 20:09:18,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,117.252.133.23,Opera/9.52.(Windows NT 11.0; pt-PT) Presto/2.9.174 Version/10.00,1,2816,True,1,other,False,2026-02-05
TXN00000023,4360,267,108.13,COP,approved,2026-03-28 03:20:35,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,220.212.153.170,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; dz-BT) AppleWebKit/533.39.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.39.5",1,828,True,1,travel,False,2026-03-30
TXN00000024,1391,961,75.71,USD,approved,2026-02-17 05:13:09,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,84.169.253.142,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/63.0.873.0 Mobile/73N193 Safari/534.1",1,906,,1,services,True,2026-02-19
TXN00000025,2047,285,139.19,USD,approved,2026-01-21 07:16:19,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,193.34.245.84,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/44.0.874.0 Mobile/00I130 Safari/534.0",1,2641,,1,services,True,2026-01-23
TXN00000026,2477,605,18.45,MXN,approved,2026-01-11 19:50:56,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,45.146.125.8,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/48.0.878.0 Safari/536.1",1,1163,True,1,services,False,2026-01-13
TXN00000027,1102,262,3.36,BRL,approved,2026-02-06 14:35:19,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,63.210.117.84,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.892.0 Safari/532.2",1,1446,True,1,utilities,False,2026-02-08
TXN00000028,5050,719,17.43,BRL,approved,2026-03-08 00:42:35,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,60.7.162.12,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/43.0.823.0 Safari/535.0",1,2979,,1,entertainment,False,2026-03-10
TXN00000029,819,147,58.98,CLP,approved,2026-01-26 00:35:46,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,104.6.106.13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/45.0.898.0 Safari/533.2",1,1135,,1,utilities,False,2026-01-27
TXN00000030,1157,619,57.01,MXN,approved,2026-03-29 01:16:59,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,105.96.206.181,Opera/8.96.(X11; Linux x86_64; tr-TR) Presto/2.9.175 Version/10.00,1,2337,True,1,retail,False,2026-03-30
TXN00000031,6377,123,6.59,USD,approved,2026-03-21 16:12:27,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; wal-ET) AppleWebKit/531.4.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.4.7",1,405,,1,travel,True,2026-03-23
TXN00000032,8917,850,15.62,MXN,approved,2026-01-13 10:42:48,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,136.153.197.211,Mozilla/5.0 (Android 2.2.3; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,1,1666,True,6,tech,False,2026-01-15
TXN00000034,657,841,7.35,BRL,approved,2026-01-31 21:39:35,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,14.254.139.193,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.1.2 (KHTML, like Gecko) Version/5.1 Safari/535.1.2",1,1258,False,1,other,False,2026-02-01
TXN00000035,8341,75,25.07,BRL,approved,2026-01-28 05:53:25,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,7.31.37.165,Opera/8.36.(Windows NT 5.01; gl-ES) Presto/2.9.184 Version/11.00,1,2868,,1,other,False,2026-01-29
TXN00000036,7743,576,26.79,MXN,approved,2026-02-01 08:16:00,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,31.50.175.174,Mozilla/5.0 (Android 6.0; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,1,1924,,1,entertainment,False,2026-02-02
TXN00000037,9745,978,30.98,ARS,approved,2026-01-21 23:18:55,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,24.187.249.3,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9 rv:4.0; mhr-RU) AppleWebKit/532.41.3 (KHTML, like Gecko) Version/5.0.1 Safari/532.41.3",1,239,,1,food_beverage,False,2026-01-23
TXN00000038,9075,842,4.55,MXN,approved,2026-02-26 19:15:18,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,215.145.4.43,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/28.0.899.0 Mobile/65O719 Safari/532.1",1,2557,True,1,retail,False,2026-02-27
TXN00000039,269,362,189.86,ARS,approved,2026-02-04 13:43:00,debit_card,Maestro,AR,00,Transaction approved,3.03,5.75,184.11,tablet,128.55.238.6,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/10.4a7423.0 Mobile/33G225 Safari/531.1",1,2104,False,1,utilities,False,2026-02-05
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 13:46:56,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,104.109.102.224,Opera/9.52.(Windows NT 5.0; mai-IN) Presto/2.9.188 Version/10.00,1,1837,True,1,utilities,False,2026-03-11
TXN00000041,3940,852,38.37,MXN,approved,2026-03-05 15:53:38,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,23.9.155.19,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1),1,842,True,1,tech,False,2026-03-06
TXN00000043,4096,243,46.83,ARS,approved,2026-02-15 05:34:58,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,30.217.32.126,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),1,651,True,1,food_beverage,False,2026-02-17
TXN00000045,900,630,146.05,PEN,approved,2026-02-09 06:07:50,credit_card,American Express,PE,00,Transaction approved,2.97,4.34,141.71,desktop,184.141.32.10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/10.3u9417.0 Mobile/15H539 Safari/531.1",1,906,True,1,other,False,2026-02-10
TXN00000046,8925,188,12.81,USD,approved,2026-03-09 12:25:13,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,7.5.29.225,Opera/9.55.(X11; Linux x86_64; sc-IT) Presto/2.9.178 Version/12.00,1,2006,True,1,travel,True,2026-03-10
TXN00000047,9643,620,75.02,USD,approved,2026-03-29 22:08:45,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,92.167.6.133,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.863.0 Safari/531.0",1,442,True,1,retail,True,2026-03-30
TXN00000048,9467,539,33.32,ARS,approved,2026-03-25 20:29:42,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,105.16.206.42,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7 rv:5.0; apn-IN) AppleWebKit/531.22.1 (KHTML, like Gecko) Version/5.0.2 Safari/531.22.1",1,1488,False,1,tech,False,2026-03-26
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 15:59:24,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,39.10.138.87,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2858-09-19 04:56:53 Firefox/7.0,1,483,,1,travel,False,2026-03-20
TXN00000050,3259,164,60.42,CLP,approved,2026-03-06 17:05:23,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,113.72.230.6,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/42.0.892.0 Safari/536.1",1,2425,False,1,tech,False,2026-03-08
TXN00000051,5224,427,9.94,USD,approved,2026-03-17 08:01:14,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,113.244.131.215,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:2.0; ayc-PE) AppleWebKit/532.15.5 (KHTML, like Gecko) Version/4.1 Safari/532.15.5",1,1426,,1,entertainment,True,2026-03-18
TXN00000052,1112,410,98.47,MXN,approved,2026-01-22 15:23:35,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,168.177.205.28,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4; rv:1.9.4.20) Gecko/8260-06-29 15:39:48 Firefox/11.0,1,113,,1,food_beverage,False,2026-01-23
TXN00000053,9249,40,157.75,MXN,approved,2026-03-25 12:02:18,debit_card,Mastercard Debit,MX,00,Transaction approved,2.56,4.04,153.71,mobile,117.223.69.144,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.36.6 (KHTML, like Gecko) Version/5.0.3 Safari/534.36.6",1,1732,False,1,utilities,False,2026-03-26
TXN00000054,3360,284,62.23,ARS,approved,2026-02-21 17:16:43,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,121.122.124.134,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7918-11-29 10:19:39 Firefox/3.6.17,1,2204,True,1,services,False,2026-02-23
TXN00000055,6061,293,22.9,BRL,approved,2026-02-13 19:41:58,credit_card,Mastercard,BR,00,Transaction approved,2.72,0.62,22.28,mobile,87.235.228.120,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/60.0.894.0 Safari/533.2",1,657,False,6,food_beverage,False,2026-02-15
TXN00000056,5055,574,32.37,BRL,approved,2026-01-20 10:35:13,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,53.109.132.133,Opera/8.41.(X11; Linux i686; he-IL) Presto/2.9.177 Version/12.00,1,415,True,1,tech,False,2026-01-21
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 23:11:05,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,180.89.3.204,Mozilla/5.0 (Android 7.1.1; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,1,2043,,1,entertainment,False,2026-03-07
TXN00000060,9726,159,21.63,MXN,approved,2026-02-07 16:40:26,debit_card,Mastercard Debit,MX,00,Transaction approved,3.48,0.75,20.88,desktop,97.232.182.208,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/17.0.828.0 Safari/534.1",1,1529,True,1,utilities,False,2026-02-08
TXN00000061,5987,122,55.46,BRL,approved,2026-01-20 17:09:23,debit_card,Maestro,BR,00,Transaction approved,3.11,1.72,53.74,mobile,42.225.12.17,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),1,256,False,1,utilities,False,2026-01-22
TXN00000063,180,615,25.65,CLP,approved,2026-01-11 20:06:46,bank_transfer,SPEI,CL,00,Transaction approved,1.81,0.46,25.19,desktop,60.210.179.18,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/15.0.897.0 Safari/533.1",1,2692,,1,retail,False,2026-01-13
TXN00000064,4184,342,31.05,ARS,approved,2026-01-14 06:15:03,debit_card,Visa Debit,AR,00,Transaction approved,3.08,0.96,30.09,mobile,15.164.170.29,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/14.5f4595.0 Mobile/55N912 Safari/535.0",1,2235,True,1,entertainment,False,2026-01-16
TXN00000065,1024,781,189.47,COP,approved,2026-03-26 10:54:14,debit_card,Visa Debit,CO,00,Transaction approved,2.75,5.21,184.26,mobile,156.32.136.90,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.44.5 (KHTML, like Gecko) Version/4.0 Safari/534.44.5",1,619,False,1,other,False,2026-03-28
TXN00000066,1770,938,33.66,CLP,approved,2026-03-10 09:08:36,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,62.163.159.55,Opera/9.11.(Windows 98; fur-IT) Presto/2.9.180 Version/10.00,1,1783,True,3,food_beverage,False,2026-03-11
TXN00000067,9917,451,9.91,MXN,approved,2026-03-28 13:17:15,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,159.129.247.18,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; si-LK) AppleWebKit/532.32.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.32.3",1,2435,True,1,travel,False,2026-03-29
TXN00000068,1680,754,78.38,MXN,approved,2026-01-21 15:16:31,debit_card,Maestro,MX,00,Transaction approved,2.59,2.03,76.35,mobile,38.34.145.229,Opera/9.63.(X11; Linux x86_64; fil-PH) Presto/2.9.177 Version/11.00,1,2571,True,1,other,False,2026-01-23
TXN00000069,9159,998,52.11,COP,approved,2026-03-24 03:29:40,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,20.18.61.203,Opera/8.57.(Windows 98; eo-US) Presto/2.9.165 Version/12.00,1,210,False,1,utilities,False,2026-03-26
TXN00000070,8121,978,8.54,BRL,approved,2026-01-24 06:14:33,bank_transfer,PIX,BR,00,Transaction approved,1.56,0.13,8.41,mobile,70.158.252.233,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lzh-TW) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.22.7",1,2669,,1,food_beverage,False,2026-01-26
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 13:54:44,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,44.89.7.248,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),1,1656,True,3,retail,False,2026-02-17
TXN00000073,755,139,48.42,USD,approved,2026-01-18 13:54:16,ewallet,Clip,PE,00,Transaction approved,3.44,1.67,46.75,mobile,93.251.76.180,Opera/8.45.(X11; Linux i686; ss-ZA) Presto/2.9.178 Version/11.00,1,1686,,1,other,True,2026-01-20
TXN00000074,8922,304,8.12,COP,approved,2026-03-09 09:42:48,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,204.192.2.123,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.4.20) Gecko/3724-10-07 04:17:14 Firefox/3.6.6,1,2184,True,1,utilities,False,2026-03-11
TXN00000075,3566,383,52.1,COP,approved,2026-03-27 06:25:17,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,131.159.0.186,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),1,114,True,1,retail,False,2026-03-29
TXN00000076,1829,827,87.72,ARS,approved,2026-03-03 02:18:49,credit_card,American Express,AR,00,Transaction approved,3.29,2.89,84.83,mobile,216.170.141.225,Opera/8.69.(X11; Linux i686; bho-IN) Presto/2.9.163 Version/10.00,1,491,True,1,utilities,False,2026-03-05
TXN00000078,2851,37,14.47,COP,approved,2026-02-18 22:26:19,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,184.243.160.116,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),1,318,True,6,travel,False,2026-02-20
TXN00000079,1827,115,12.58,USD,approved,2026-01-18 00:11:23,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,2.110.220.4,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2727-02-03 21:46:04 Firefox/3.6.3,1,483,True,1,food_beverage,True,2026-01-19
TXN00000081,3789,243,21.8,CLP,approved,2026-02-19 06:50:03,debit_card,Visa Debit,CL,00,Transaction approved,2.89,0.63,21.17,mobile,165.168.121.69,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.6.1 (KHTML, like Gecko) Version/5.0 Safari/534.6.1",1,1157,True,1,entertainment,False,2026-02-20
TXN00000082,6421,507,20.7,COP,approved,2026-02-14 13:35:01,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,143.6.190.9,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),1,716,,1,utilities,False,2026-02-16
TXN00000083,9241,149,14.6,ARS,approved,2026-03-06 05:43:41,debit_card,Mastercard Debit,AR,00,Transaction approved,2.94,0.43,14.17,api,62.236.120.12,API/1.0,1,976,True,1,services,False,2026-03-07
TXN00000085,5559,860,87.46,MXN,approved,2026-03-09 16:51:01,debit_card,Mastercard Debit,MX,00,Transaction approved,2.92,2.55,84.91,desktop,53.154.0.94,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.29.2 (KHTML, like Gecko) Version/4.0.5 Safari/532.29.2",1,870,True,1,entertainment,False,2026-03-11
TXN00000086,5489,511,26.7,ARS,approved,2026-01-18 19:46:49,ewallet,Rappi Pay,AR,00,Transaction approved,3.13,0.84,25.86,mobile,78.208.195.41,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0),1,1606,,1,entertainment,False,2026-01-20
TXN00000087,2738,711,3.19,MXN,approved,2026-01-24 22:06:47,credit_card,Visa,MX,00,Transaction approved,2.77,0.09,3.1,mobile,20.242.234.132,Opera/9.14.(Windows NT 6.0; my-MM) Presto/2.9.161 Version/10.00,1,1250,True,1,travel,False,2026-01-26
TXN00000088,5695,292,30.65,USD,approved,2026-03-02 17:11:53,bank_transfer,PIX,BR,00,Transaction approved,1.11,0.34,30.31,mobile,15.107.27.134,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/10.3n4734.0 Mobile/49U748 Safari/533.2",1,2184,,1,entertainment,True,2026-03-03
TXN00000092,2745,767,133.01,MXN,approved,2026-01-28 08:09:02,bank_transfer,Transferencia,MX,00,Transaction approved,1.97,2.62,130.39,mobile,219.111.147.206,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1 rv:3.0; pa-PK) AppleWebKit/533.16.5 (KHTML, like Gecko) Version/5.1 Safari/533.16.5",1,319,,1,services,False,2026-01-29
TXN00000093,6321,649,19.13,USD,approved,2026-02-12 07:54:49,credit_card,Diners Club,AR,00,Transaction approved,2.59,0.5,18.63,api,135.157.99.194,API/1.0,1,2449,True,3,services,True,2026-02-14
TXN00000095,9463,714,3.81,COP,approved,2026-02-01 13:25:15,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,40.118.26.13,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/39.0.824.0 Safari/535.1",1,2230,False,1,food_beverage,False,2026-02-03
TXN00000096,5243,321,12.27,CLP,approved,2026-03-04 00:10:51,bank_transfer,PSE,CL,00,Transaction approved,1.03,0.13,12.14,mobile,222.160.62.90,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2; rv:1.9.4.20) Gecko/7058-06-07 02:04:34 Firefox/3.8,1,1787,,1,travel,False,2026-03-05
TXN00000097,851,602,105.8,BRL,approved,2026-01-01 15:54:41,debit_card,Visa Debit,BR,00,Transaction approved,3.33,3.52,102.28,desktop,171.146.160.58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.840.0 Safari/531.0",1,2837,True,1,travel,False,2026-01-02
TXN00000098,948,360,46.41,CLP,approved,2026-03-19 07:12:33,credit_card,Mastercard,CL,00,Transaction approved,2.86,1.33,45.08,tablet,14.172.101.237,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/17.7k8434.0 Mobile/85J646 Safari/531.1",1,2123,False,3,utilities,False,2026-03-20
